window_start,window_center,mode_1_score,mode_2_score,mode_3_score,mode_4_score
84301,85800.5,7.216033146095841,-0.8504767698282517,0.4930106227481593,3.4810211739556713
84601,86100.5,7.469176707949378,-0.2431923326033324,3.524762695945073,0.19802818282287207
84901,86400.5,5.792680465700413,-1.674131857208497,2.2492988349222336,-2.3938399943839417
85201,86700.5,7.3748859684099966,1.6865382148142953,3.2152923470106476,-1.1138591271192322
85501,87000.5,8.88155785627703,1.6717165150911912,2.7815172948327618,0.29080616515457103
85801,87300.5,10.261127706700362,3.7093602071977063,2.912516052413617,1.4701811030820437
86101,87600.5,7.090315623266926,6.240123387593421,3.845846338384599,-1.2530392493641798
86401,87900.5,9.55974927630606,2.8232944682302588,2.0313488768465358,-3.731755791957054
86701,88200.5,6.633360792764113,8.486188471188383,1.5866496580753557,-2.8613969805000905
87001,88500.5,6.1468221443492235,8.419904515545056,1.328539689491378,-1.33182623161949
87301,88800.5,4.415307739503202,6.255529056221705,-1.496652007990103,-2.5918950152447335
87601,89100.5,5.914954548092,4.078733624488152,-3.6358096095984904,-0.367795566119295
87901,89400.5,7.921998107601789,3.6685769404379904,-4.41733459581327,-0.346760189671494
88201,89700.5,5.190355683870592,2.627836258043018,-5.677591788599911,0.5771761710879434
88501,90000.5,3.464093298992879,0.18566669146579173,-8.667351893390167,-3.0360645387161487
88801,90300.5,4.19903631542711,0.18050861861872797,-7.307721967463408,-3.9289442993461914
89101,90600.5,6.136007331188545,-3.8813862367736545,-7.313582409654575,-4.518974590042916
89401,90900.5,4.157474767671432,0.26699707496607544,-6.231672770658445,-3.8438713161548645
89701,91200.5,4.800784786648193,1.0106609786887661,-3.521328575065124,-3.0756522088392995
90001,91500.5,3.5514518447756527,4.052226607919597,-3.88765625245308,-5.623471188623824
90301,91800.5,4.931566263471354,5.289808626193993,-5.616687475012958,-3.8469409958928673
90601,92100.5,4.1273271027073255,5.135385138337583,-4.059304138831906,-4.801279186668661
90901,92400.5,5.212278088696981,5.131721652229261,-2.0235835960690585,-3.7439058173221142
91201,92700.5,5.92173026598057,1.0794879569878586,0.9799075153691644,-5.222184748558255
91501,93000.5,5.622342140942535,2.660479397495244,2.950763958809102,-3.143992208060192
91801,93300.5,2.946208796345041,3.263055030854888,5.4219916877383305,-3.3361921266039487
92101,93600.5,2.458244089360443,4.856596120730287,3.4508527446254944,-0.6434744274152688
92401,93900.5,3.928724514569773,4.97555506459779,5.623237249599448,0.3346318698755567
92701,94200.5,5.17212064931718,-0.8277364838720689,4.534657536013782,-0.0595124702599211
93001,94500.5,4.470107910030116,-0.511134271888593,4.849411838514684,-1.6990043168423523
93301,94800.5,5.551895748929818,-1.1415440594662345,4.895967501812818,-1.4756683468546572
93601,95100.5,5.938172346105539,0.18573107854742177,5.14084934700779,-0.9926504760436019
